id,id_client,id_product,qtd,total,sale_date,cotacao_data,cotacao_vendas,product_name,category,start_date,usd_price
3932,34,125,9,29088.05,2023-01-02,2023-01-02,5.0721,Cabo de Nylon Danforth Kinetic,ancoragem,2020-11-17,630.46
8092,34,55,8,879898.0,2023-01-02,2023-01-02,5.0721,Motor Diesel Volvo Flow Oceanic 259HP,propulsão,2022-04-14,23326.09
6093,6,64,10,1115056.0,2023-01-02,2023-01-02,5.0721,Motor Elétrico Yamaha Swift Drift Current 265HP,propulsão,2022-09-06,21352.22
2602,35,115,8,6312.75,2023-01-02,2023-01-02,5.0721,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2020-09-11,157.17
9643,22,65,14,357808.0,2023-01-02,2023-01-02,5.0721,Motor de Popa Torqeedo Nautic Swift 223HP,propulsão,2022-06-13,5008.66
4770,28,124,4,14326.0,2023-01-02,2023-01-02,5.0721,Corrente Delta Axis,ancoragem,2022-12-20,719.16
8156,46,83,12,1617647.0,2023-01-02,2023-01-02,5.0721,Motor Diesel Yanmar Dash Nitro 184HP,propulsão,2019-01-25,35839.7
3577,14,9,8,317644.0,2023-01-02,2023-01-02,5.0721,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
3477,18,46,2,9469.6,2023-01-02,2023-01-02,5.0721,Sonda AIS Magnum Boost,eletrônicos,2022-12-02,959.01
958,18,50,5,56380.0,2023-01-02,2023-01-02,5.0721,Piloto Automático Simrad Poseidon Magnum,eletrônicos,2020-12-23,2179.61
5215,21,65,4,102231.0,2023-01-03,2023-01-03,5.207,Motor de Popa Torqeedo Nautic Swift 223HP,propulsão,2022-06-13,5008.66
1727,40,72,14,1395305.0,2023-01-03,2023-01-03,5.207,Motor de Popa Volvo Hydro Dash 256HP,propulsão,2018-03-09,30675.48
8233,49,99,1,101903.65,2023-01-03,2023-01-03,5.207,Motor Elétrico Honda Flux Ultra 273HP,propulsão,2021-07-02,21330.89
7564,45,94,14,570512.0,2023-01-03,2023-01-03,5.207,Motor de Popa Volvo Magnum 276HP,propulsão,2022-01-07,7181.14
9894,1,26,15,259248.0,2023-01-03,2023-01-03,5.207,Piloto Automático Furuno Core Boost Flux,eletrônicos,2022-03-14,3412.88
1832,5,56,1,42989.0,2023-01-03,2023-01-03,5.207,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
4071,28,84,13,564510.0,2023-01-03,2023-01-03,5.207,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,propulsão,2021-04-28,8041.61
8897,37,5,12,284028.0,2023-01-03,2023-01-03,5.207,Piloto Automático Furuno Storm,eletrônicos,2022-05-24,4920.79
1145,16,127,6,8831.2,2023-01-03,2023-01-03,5.207,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2022-07-07,288.87
2619,10,135,5,8223.0,2023-01-04,2023-01-03,5.207,Cabo de Nylon Danforth Titan Poseidon,ancoragem,2022-10-31,312.86
6905,17,106,12,49987.1,2023-01-04,2023-01-03,5.207,Âncora Danforth Nitro Titan Vox,ancoragem,2020-12-28,837.06
9151,49,41,5,53000.0,2023-01-04,2023-01-03,5.207,GPS Simrad Flow Pulse,eletrônicos,2020-10-08,1886.32
9228,47,15,7,195298.0,2023-01-04,2023-01-03,5.207,Radar Garmin Tidal Thrust,eletrônicos,2022-12-06,5325.4
9119,32,132,3,4689.0,2023-01-04,2023-01-03,5.207,Corrente Bruce Nautic Evo,ancoragem,2020-08-20,276.61
472,26,56,7,285874.95,2023-01-04,2023-01-03,5.207,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
4969,24,125,5,17010.0,2023-01-04,2023-01-03,5.207,Cabo de Nylon Danforth Kinetic,ancoragem,2020-11-17,630.46
6715,7,60,8,870009.0,2023-01-04,2023-01-03,5.207,Motor de Popa Honda Velocity Drift 258HP,propulsão,2021-04-15,19341.09
3041,33,21,14,116169.8,2023-01-04,2023-01-03,5.207,GPS AIS Nautic Thrust,eletrônicos,2022-12-30,1674.22
306,12,70,6,206133.0,2023-01-04,2023-01-03,5.207,Motor Diesel Parsun Boost Helix Velocity 146HP,propulsão,2022-11-09,6655.06
5026,3,113,4,16701.0,2023-01-04,2023-01-03,5.207,Âncora Delta Mako Ultra,ancoragem,2022-07-05,815.5
9782,48,79,6,377036.95,2023-01-04,2023-01-03,5.207,Motor Diesel Tohatsu Zenith 60HP,propulsão,2021-10-21,11724.63
6811,12,13,11,85218.0,2023-01-04,2023-01-03,5.207,Radar Simrad Boost,eletrônicos,2021-10-22,1356.5
9581,25,2,15,199473.4,2023-01-04,2023-01-03,5.207,Transponder Furuno Marlin,eletrônicos,2022-07-06,2577.22
631,43,15,2,55800.0,2023-01-04,2023-01-03,5.207,Radar Garmin Tidal Thrust,eletrônicos,2022-12-06,5325.4
4874,6,5,1,23669.0,2023-01-04,2023-01-03,5.207,Piloto Automático Furuno Storm,eletrônicos,2022-05-24,4920.79
2333,3,18,6,159435.0,2023-01-05,2023-01-03,5.207,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
3515,42,99,6,643600.0,2023-01-05,2023-01-03,5.207,Motor Elétrico Honda Flux Ultra 273HP,propulsão,2021-07-02,21330.89
1248,26,148,10,45463.2,2023-01-05,2023-01-03,5.207,Âncora Delta Force Barracuda Mako,ancoragem,2022-11-10,901.95
7309,27,22,13,487242.65,2023-01-05,2023-01-03,5.207,Transponder Furuno Force Ion,eletrônicos,2022-08-22,7630.67
6014,26,142,10,8264.0,2023-01-05,2023-01-03,5.207,Âncora Danforth Vector Evo,ancoragem,2022-11-09,160.09
6752,24,86,15,1332704.65,2023-01-05,2023-01-03,5.207,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
6821,33,56,15,644832.0,2023-01-05,2023-01-03,5.207,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
4596,20,124,8,28651.05,2023-01-05,2023-01-03,5.207,Corrente Delta Axis,ancoragem,2022-12-20,719.16
8009,2,114,1,799.0,2023-01-05,2023-01-03,5.207,Boia de Arqueamento Danforth Tidal Zen Swift,ancoragem,2022-01-13,144.69
7582,48,89,6,472068.0,2023-01-05,2023-01-03,5.207,Motor Elétrico Yamaha Orca Storm Zenith 11HP,propulsão,2022-11-11,14832.32
3348,11,118,7,30206.0,2023-01-05,2023-01-03,5.207,Boia de Arqueamento Delta Force Vox,ancoragem,2022-07-12,797.41
8230,25,32,13,162532.0,2023-01-05,2023-01-03,5.207,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2022-05-25,2585.66
466,45,9,15,595582.0,2023-01-05,2023-01-03,5.207,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
5477,29,93,13,1240890.95,2023-01-05,2023-01-03,5.207,Motor Elétrico Yamaha Flow 204HP,propulsão,2022-08-18,19409.47
5135,26,98,4,317445.0,2023-01-05,2023-01-03,5.207,Motor Diesel Parsun Velocity Abyss Orca 235HP,propulsão,2022-10-03,15262.93
727,43,19,3,46832.15,2023-01-05,2023-01-03,5.207,Sonda Lowrance Tidal Storm Vox,eletrônicos,2021-08-30,3163.35
2686,49,108,7,23419.0,2023-01-05,2023-01-03,5.207,Boia de Arqueamento Bruce Titan,ancoragem,2022-06-14,653.47
9869,21,36,12,271217.0,2023-01-05,2023-01-03,5.207,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
2840,45,3,8,72194.0,2023-01-05,2023-01-03,5.207,Radar Furuno Pulse Leviathan,eletrônicos,2022-06-21,1753.77
5155,24,86,9,799622.6,2023-01-05,2023-01-03,5.207,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
9785,37,50,15,160683.0,2023-01-05,2023-01-03,5.207,Piloto Automático Simrad Poseidon Magnum,eletrônicos,2020-12-23,2179.61
8891,16,143,11,46360.95,2023-01-06,2023-01-06,5.035,Âncora Delta Hydra Kraken Velocity,ancoragem,2021-08-25,845.69
8972,25,69,5,226325.0,2023-01-06,2023-01-06,5.035,Motor de Popa Torqeedo Ultra Impulse 292HP,propulsão,2020-04-03,8542.02
1503,25,32,8,95019.0,2023-01-06,2023-01-06,5.035,Sonda AIS Impulse Oceanic Zenith,eletrônicos,2022-05-25,2585.66
2861,16,115,15,12459.0,2023-01-06,2023-01-06,5.035,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2020-09-11,157.17
8521,49,146,7,3472.0,2023-01-06,2023-01-06,5.035,Corrente Delta Vox Ion,ancoragem,2022-05-04,99.02
6795,49,96,8,536718.65,2023-01-06,2023-01-06,5.035,Motor de Popa Tohatsu Boost Swift 126HP,propulsão,2022-09-30,13063.42
1508,2,117,9,35080.65,2023-01-07,2023-01-06,5.035,Corrente Danforth Zen Abyss Axis,ancoragem,2022-06-10,823.4
6814,27,148,13,59101.4,2023-01-07,2023-01-06,5.035,Âncora Delta Force Barracuda Mako,ancoragem,2022-11-10,901.95
1867,49,52,12,156226.55,2023-01-07,2023-01-06,5.035,Motor Diesel Honda Zen Tidal Mako 26HP,propulsão,2020-09-10,2589.1
7945,32,76,13,1830248.15,2023-01-07,2023-01-06,5.035,Motor Diesel Honda Aero 205HP,propulsão,2022-07-04,27945.06
7118,28,98,11,829323.4,2023-01-07,2023-01-06,5.035,Motor Diesel Parsun Velocity Abyss Orca 235HP,propulsão,2022-10-03,15262.93
4121,46,33,8,51039.7,2023-01-07,2023-01-06,5.035,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
9162,40,45,1,9904.0,2023-01-07,2023-01-06,5.035,GPS Furuno Current,eletrônicos,2022-02-14,1900.9
9652,6,113,6,25051.5,2023-01-07,2023-01-06,5.035,Âncora Delta Mako Ultra,ancoragem,2022-07-05,815.5
3887,1,85,6,231472.0,2023-01-07,2023-01-06,5.035,Motor de Popa Parsun Impulse 162HP,propulsão,2022-12-23,7499.89
7501,9,142,2,1570.35,2023-01-07,2023-01-06,5.035,Âncora Danforth Vector Evo,ancoragem,2022-11-09,160.09
6876,27,82,11,567974.0,2023-01-07,2023-01-06,5.035,Motor Elétrico Volvo Nautic Vox 118HP,propulsão,2020-09-11,9770.29
3979,11,148,9,43070.0,2023-01-07,2023-01-06,5.035,Âncora Delta Force Barracuda Mako,ancoragem,2022-11-10,901.95
315,12,137,8,27084.0,2023-01-08,2023-01-08,4.7752,Âncora Danforth Impulse,ancoragem,2020-06-26,619.79
3542,29,77,1,42469.75,2023-01-08,2023-01-08,4.7752,Motor Diesel Tohatsu Vector 197HP,propulsão,2022-07-29,8617.27
3864,43,23,9,95577.6,2023-01-08,2023-01-08,4.7752,Piloto Automático Furuno Torque Peak,eletrônicos,2022-10-13,2108.74
6740,46,147,4,11514.0,2023-01-08,2023-01-08,4.7752,Corrente Danforth Force Leviathan Impulse,ancoragem,2022-08-25,592.19
3256,48,127,8,12395.0,2023-01-08,2023-01-08,4.7752,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2023-01-06,293.17
7471,39,89,15,1121162.45,2023-01-08,2023-01-08,4.7752,Motor Elétrico Yamaha Orca Storm Zenith 11HP,propulsão,2022-11-11,14832.32
9103,33,28,2,28517.0,2023-01-08,2023-01-08,4.7752,Piloto Automático AIS Core,eletrônicos,2020-09-02,2653.5
1169,47,2,10,139982.0,2023-01-08,2023-01-08,4.7752,Transponder Furuno Marlin,eletrônicos,2022-07-06,2577.22
4787,48,18,15,398587.0,2023-01-08,2023-01-08,4.7752,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
2483,25,9,11,414922.0,2023-01-08,2023-01-08,4.7752,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
9221,29,80,2,258448.0,2023-01-08,2023-01-08,4.7752,Motor de Popa Volvo Maré 69HP,propulsão,2022-10-28,24177.04
2643,11,107,6,9080.0,2023-01-08,2023-01-08,4.7752,Boia de Arqueamento Bruce Tidal Marlin,ancoragem,2022-08-09,295.48
5082,1,144,6,12620.75,2023-01-09,2023-01-09,4.9318,Boia de Arqueamento Bruce Barracuda,ancoragem,2022-08-04,422.52
7341,35,44,9,92398.9,2023-01-09,2023-01-09,4.9318,GPS Simrad Zen Hydra Peak,eletrônicos,2022-01-17,1963.02
7497,40,40,6,85104.0,2023-01-09,2023-01-09,4.9318,Sonda Furuno Maré Tidal,eletrônicos,2022-12-23,2757.45
1108,1,147,5,15150.0,2023-01-09,2023-01-09,4.9318,Corrente Danforth Force Leviathan Impulse,ancoragem,2022-08-25,592.19
1490,27,82,14,722877.0,2023-01-09,2023-01-09,4.9318,Motor Elétrico Volvo Nautic Vox 118HP,propulsão,2020-09-11,9770.29
5099,15,129,8,24823.5,2023-01-09,2023-01-09,4.9318,Corrente Delta Boost,ancoragem,2022-07-14,598.62
6591,46,9,6,238233.0,2023-01-09,2023-01-09,4.9318,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
1591,36,106,7,29159.3,2023-01-09,2023-01-09,4.9318,Âncora Danforth Nitro Titan Vox,ancoragem,2020-12-28,837.06
3641,15,113,11,45927.75,2023-01-09,2023-01-09,4.9318,Âncora Delta Mako Ultra,ancoragem,2022-07-05,815.5
8423,37,144,14,30998.0,2023-01-09,2023-01-09,4.9318,Boia de Arqueamento Bruce Barracuda,ancoragem,2022-08-04,422.52
6278,23,14,10,340205.45,2023-01-09,2023-01-09,4.9318,Rádio Furuno Zen Swift,eletrônicos,2021-08-12,6841.36
4879,42,48,12,167994.2,2023-01-09,2023-01-09,4.9318,GPS Furuno Magnum Drift,eletrônicos,2020-12-31,2836.04
3160,21,65,9,218518.05,2023-01-09,2023-01-09,4.9318,Motor de Popa Torqeedo Nautic Swift 223HP,propulsão,2022-06-13,5008.66
6869,32,47,4,23267.4,2023-01-09,2023-01-09,4.9318,Rádio Simrad Tidal Aqua,eletrônicos,2019-11-07,1496.29
5566,11,17,15,210582.0,2023-01-09,2023-01-09,4.9318,Rádio AIS Oceanic Pulse,eletrônicos,2022-12-26,2706.74
5044,39,35,8,88044.0,2023-01-09,2023-01-09,4.9318,Radar Furuno Swift,eletrônicos,2022-05-05,2199.13
7367,16,17,1,14039.0,2023-01-10,2023-01-09,4.9318,Rádio AIS Oceanic Pulse,eletrônicos,2022-12-26,2706.74
2983,3,62,4,408888.0,2023-01-10,2023-01-09,4.9318,Motor Diesel Yanmar Velocity 37HP,propulsão,2023-01-03,19016.98
1262,45,136,1,1974.0,2023-01-10,2023-01-09,4.9318,Cabo de Nylon Bruce Flux Hydro,ancoragem,2018-11-01,533.84
1286,44,54,3,346373.8,2023-01-10,2023-01-09,4.9318,Motor de Popa Yamaha Evo Dash 155HP,propulsão,2021-08-06,23191.9
1702,27,33,1,6380.2,2023-01-10,2023-01-09,4.9318,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
378,49,80,5,646119.0,2023-01-10,2023-01-09,4.9318,Motor de Popa Volvo Maré 69HP,propulsão,2022-10-28,24177.04
9979,7,146,5,2480.0,2023-01-10,2023-01-09,4.9318,Corrente Delta Vox Ion,ancoragem,2022-05-04,99.02
1540,8,37,13,74936.0,2023-01-10,2023-01-09,4.9318,GPS Lowrance Evo Storm Drift,eletrônicos,2022-09-28,1132.29
820,32,20,3,87875.0,2023-01-10,2023-01-09,4.9318,Radar AIS Marlin,eletrônicos,2021-10-04,5689.04
6025,48,143,4,16858.7,2023-01-11,2023-01-11,5.0194,Âncora Delta Hydra Kraken Velocity,ancoragem,2021-08-25,845.69
6231,8,124,2,7163.0,2023-01-11,2023-01-11,5.0194,Corrente Delta Axis,ancoragem,2022-12-20,719.16
1571,6,34,11,51388.35,2023-01-11,2023-01-11,5.0194,Transponder AIS Helix Torque,eletrônicos,2022-08-09,960.12
9231,36,105,8,2352.2,2023-01-11,2023-01-11,5.0194,Cabo de Nylon Danforth Prime,ancoragem,2022-06-24,59.15
334,40,86,6,561139.0,2023-01-11,2023-01-11,5.0194,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
546,19,55,15,1567317.6,2023-01-11,2023-01-11,5.0194,Motor Diesel Volvo Flow Oceanic 259HP,propulsão,2022-04-14,23326.09
2707,9,25,13,149761.8,2023-01-11,2023-01-11,5.0194,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2022-03-04,2389.36
4199,47,33,4,26863.0,2023-01-11,2023-01-11,5.0194,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
2566,46,132,7,10941.0,2023-01-11,2023-01-11,5.0194,Corrente Bruce Nautic Evo,ancoragem,2020-08-20,276.61
8273,48,98,14,1111056.0,2023-01-11,2023-01-11,5.0194,Motor Diesel Parsun Velocity Abyss Orca 235HP,propulsão,2022-10-03,15262.93
1896,1,86,13,1155010.95,2023-01-11,2023-01-11,5.0194,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
9542,43,76,3,444595.0,2023-01-11,2023-01-11,5.0194,Motor Diesel Honda Aero 205HP,propulsão,2022-07-04,27945.06
6142,44,13,10,73597.45,2023-01-11,2023-01-11,5.0194,Radar Simrad Boost,eletrônicos,2021-10-22,1356.5
2883,31,65,14,357808.0,2023-01-11,2023-01-11,5.0194,Motor de Popa Torqeedo Nautic Swift 223HP,propulsão,2022-06-13,5008.66
2888,24,122,8,10051.0,2023-01-11,2023-01-11,5.0194,Corrente Danforth Zenith Oceanic Torque,ancoragem,2022-09-14,255.46
9818,46,68,10,668971.0,2023-01-11,2023-01-11,5.0194,Motor de Popa Honda Ion Vox Prime 163HP,propulsão,2021-12-30,11988.94
7175,2,20,9,277501.0,2023-01-11,2023-01-11,5.0194,Radar AIS Marlin,eletrônicos,2021-10-04,5689.04
93,37,113,11,45927.75,2023-01-11,2023-01-11,5.0194,Âncora Delta Mako Ultra,ancoragem,2022-07-05,815.5
4399,46,29,1,34684.5,2023-01-11,2023-01-11,5.0194,Rádio Simrad Orca,eletrônicos,2022-03-29,7689.63
6513,2,124,11,41469.0,2023-01-11,2023-01-11,5.0194,Corrente Delta Axis,ancoragem,2022-12-20,719.16
2241,9,150,13,20324.3,2023-01-12,2023-01-12,4.9191,Cabo de Nylon Danforth Magnum Vox,ancoragem,2022-08-09,321.31
7370,5,31,9,74548.0,2023-01-12,2023-01-12,4.9191,Transponder Furuno Pulse Axis,eletrônicos,2016-06-10,2418.07
4331,11,31,5,39345.2,2023-01-12,2023-01-12,4.9191,Transponder Furuno Pulse Axis,eletrônicos,2016-06-10,2418.07
3335,2,77,12,536456.0,2023-01-12,2023-01-12,4.9191,Motor Diesel Tohatsu Vector 197HP,propulsão,2022-07-29,8617.27
2169,44,90,7,553681.0,2023-01-12,2023-01-12,4.9191,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,propulsão,2021-12-01,14083.78
9663,43,69,12,543180.0,2023-01-12,2023-01-12,4.9191,Motor de Popa Torqeedo Ultra Impulse 292HP,propulsão,2020-04-03,8542.02
874,42,59,10,871661.0,2023-01-12,2023-01-12,4.9191,Motor Diesel Yanmar Hydro Magnum Boost 267HP,propulsão,2021-08-10,16694.98
4920,19,105,12,3714.0,2023-01-12,2023-01-12,4.9191,Cabo de Nylon Danforth Prime,ancoragem,2022-06-24,59.15
1114,23,86,1,88846.85,2023-01-12,2023-01-12,4.9191,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
9204,18,77,15,670570.0,2023-01-12,2023-01-12,4.9191,Motor Diesel Tohatsu Vector 197HP,propulsão,2022-07-29,8617.27
4498,21,4,15,50728.0,2023-01-12,2023-01-12,4.9191,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
7914,36,61,3,79853.2,2023-01-12,2023-01-12,4.9191,Motor Diesel Honda Prime 84HP,propulsão,2022-11-04,5564.33
9253,11,35,5,55028.0,2023-01-13,2023-01-13,5.1146,Radar Furuno Swift,eletrônicos,2022-05-05,2199.13
3836,18,98,12,952334.0,2023-01-13,2023-01-13,5.1146,Motor Diesel Parsun Velocity Abyss Orca 235HP,propulsão,2022-10-03,15262.93
4338,42,18,15,378657.65,2023-01-13,2023-01-13,5.1146,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
8012,45,56,12,490071.75,2023-01-13,2023-01-13,5.1146,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
7218,39,88,7,321437.25,2023-01-13,2023-01-13,5.1146,Motor Diesel Tohatsu Kinetic Poseidon 113HP,propulsão,2022-07-22,8866.48
4006,35,91,9,1153275.3,2023-01-13,2023-01-13,5.1146,Motor Elétrico Tohatsu Zenith Oceanic 113HP,propulsão,2022-03-16,26303.31
6456,6,115,10,8306.0,2023-01-13,2023-01-13,5.1146,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2020-09-11,157.17
2910,5,120,8,23746.2,2023-01-13,2023-01-13,5.1146,Boia de Arqueamento Danforth Flux Tidal,ancoragem,2022-10-26,586.85
6211,6,48,7,97996.3,2023-01-13,2023-01-13,5.1146,GPS Furuno Magnum Drift,eletrônicos,2020-12-31,2836.04
3191,43,87,2,133720.0,2023-01-13,2023-01-13,5.1146,Motor Elétrico Volvo Boost 225HP,propulsão,2021-11-01,11794.37
8429,4,124,12,42977.05,2023-01-13,2023-01-13,5.1146,Corrente Delta Axis,ancoragem,2022-12-20,719.16
9839,24,130,12,49729.0,2023-01-13,2023-01-13,5.1146,Boia de Arqueamento Delta Zen Boost Vortex,ancoragem,2021-03-22,749.89
1747,29,148,4,18184.9,2023-01-13,2023-01-13,5.1146,Âncora Delta Force Barracuda Mako,ancoragem,2022-11-10,901.95
6156,33,109,6,3549.2,2023-01-13,2023-01-13,5.1146,Cabo de Nylon Danforth Evo Aqua Mako,ancoragem,2018-05-16,169.23
9274,11,120,7,21871.0,2023-01-13,2023-01-13,5.1146,Boia de Arqueamento Danforth Flux Tidal,ancoragem,2022-10-26,586.85
5380,39,36,4,85885.7,2023-01-13,2023-01-13,5.1146,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
506,40,35,6,62731.35,2023-01-13,2023-01-13,5.1146,Radar Furuno Swift,eletrônicos,2022-05-05,2199.13
2228,10,127,3,4415.6,2023-01-13,2023-01-13,5.1146,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2023-01-06,293.17
2438,11,8,12,59810.0,2023-01-13,2023-01-13,5.1146,GPS AIS Zen,eletrônicos,2021-08-06,951.1
6596,39,22,10,374802.55,2023-01-13,2023-01-13,5.1146,Transponder Furuno Force Ion,eletrônicos,2022-08-22,7630.67
6052,25,31,11,91114.0,2023-01-13,2023-01-13,5.1146,Transponder Furuno Pulse Axis,eletrônicos,2016-06-10,2418.07
6774,2,87,3,200580.0,2023-01-14,2023-01-13,5.1146,Motor Elétrico Volvo Boost 225HP,propulsão,2021-11-01,11794.37
8706,2,88,1,48336.0,2023-01-14,2023-01-13,5.1146,Motor Diesel Tohatsu Kinetic Poseidon 113HP,propulsão,2022-07-22,8866.48
4205,46,83,13,1664827.5,2023-01-14,2023-01-13,5.1146,Motor Diesel Yanmar Dash Nitro 184HP,propulsão,2019-01-25,35839.7
3430,20,141,13,62163.0,2023-01-14,2023-01-13,5.1146,Boia de Arqueamento Bruce Nexus Abyss,ancoragem,2022-03-17,942.08
4581,27,13,10,77471.0,2023-01-14,2023-01-13,5.1146,Radar Simrad Boost,eletrônicos,2021-10-22,1356.5
9952,46,120,15,46867.0,2023-01-14,2023-01-13,5.1146,Boia de Arqueamento Danforth Flux Tidal,ancoragem,2022-10-26,586.85
7580,19,17,11,154427.0,2023-01-14,2023-01-13,5.1146,Rádio AIS Oceanic Pulse,eletrônicos,2022-12-26,2706.74
5060,39,33,6,40295.0,2023-01-14,2023-01-13,5.1146,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
425,23,90,11,826567.45,2023-01-14,2023-01-13,5.1146,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,propulsão,2021-12-01,14083.78
3056,47,116,10,24467.25,2023-01-14,2023-01-13,5.1146,Cabo de Nylon Delta Velocity Oceanic Abyss,ancoragem,2022-03-16,502.24
936,29,57,7,831534.0,2023-01-14,2023-01-13,5.1146,Motor de Popa Honda Vector Kinetic 174HP,propulsão,2022-12-16,22497.79
1332,14,102,13,10275.2,2023-01-14,2023-01-13,5.1146,Cabo de Nylon Bruce Nexus,ancoragem,2020-01-15,199.93
8764,15,37,14,84948.0,2023-01-14,2023-01-13,5.1146,GPS Lowrance Evo Storm Drift,eletrônicos,2022-09-28,1132.29
6282,26,146,14,6596.8,2023-01-14,2023-01-13,5.1146,Corrente Delta Vox Ion,ancoragem,2022-05-04,99.02
1952,15,140,1,2978.25,2023-01-14,2023-01-13,5.1146,Boia de Arqueamento Bruce Dash Titan Pulse,ancoragem,2021-02-03,586.81
520,29,10,13,416430.0,2023-01-14,2023-01-13,5.1146,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,2021-12-20,5615.0
7227,46,4,1,3212.9,2023-01-16,2023-01-16,5.1115,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
6560,21,102,5,4160.0,2023-01-16,2023-01-16,5.1115,Cabo de Nylon Bruce Nexus,ancoragem,2020-01-15,199.93
714,24,29,11,401614.0,2023-01-16,2023-01-16,5.1115,Rádio Simrad Orca,eletrônicos,2022-03-29,7689.63
4978,4,94,11,425846.05,2023-01-16,2023-01-16,5.1115,Motor de Popa Volvo Magnum 276HP,propulsão,2022-01-07,7181.14
8847,5,61,9,239559.6,2023-01-16,2023-01-16,5.1115,Motor Diesel Honda Prime 84HP,propulsão,2022-11-04,5564.33
